strategy,concurrency,t_ms,pooled_in_use,pooled_size,pooled_available,requests_waiting,pg_backends,pg_active,pg_idle,pg_idle_in_tx
per_run_own_conn,1,629.45,,,,,3,0,3,0
per_run_own_conn,1,643.26,,,,,3,0,3,0
per_run_own_conn,1,650.27,,,,,3,0,3,0
per_run_own_conn,1,666.11,,,,,3,0,3,0
per_run_own_conn,1,679.64,,,,,3,0,3,0
per_run_own_conn,1,694.64,,,,,3,0,3,0
per_run_own_conn,1,709.89,,,,,3,0,3,0
per_run_own_conn,1,725.24,,,,,3,0,3,0
per_run_own_conn,1,740.03,,,,,3,0,3,0
per_run_own_conn,1,755.26,,,,,3,0,3,0
per_run_own_conn,1,770.53,,,,,3,0,3,0
per_run_own_conn,1,785.78,,,,,3,0,3,0
per_run_own_conn,1,793.28,,,,,3,0,3,0
per_run_own_conn,1,796.47,,,,,3,0,3,0
per_run_own_conn,5,0.06,,,,,2,0,2,0
per_run_own_conn,5,47.97,,,,,6,0,6,0
per_run_own_conn,5,73.41,,,,,7,3,4,0
per_run_own_conn,5,81.28,,,,,7,5,2,0
per_run_own_conn,5,88.51,,,,,7,5,2,0
per_run_own_conn,5,95.28,,,,,7,4,3,0
per_run_own_conn,5,104.41,,,,,7,0,7,0
per_run_own_conn,5,119.78,,,,,7,0,7,0
per_run_own_conn,5,133.64,,,,,7,0,7,0
per_run_own_conn,5,148.95,,,,,7,0,7,0
per_run_own_conn,5,164.79,,,,,7,0,7,0
per_run_own_conn,5,180.23,,,,,7,0,7,0
per_run_own_conn,5,194.1,,,,,7,0,7,0
per_run_own_conn,5,205.88,,,,,7,0,7,0
per_run_own_conn,5,218.01,,,,,7,0,7,0
per_run_own_conn,5,233.64,,,,,7,0,7,0
per_run_own_conn,5,248.46,,,,,7,0,7,0
per_run_own_conn,5,263.91,,,,,7,0,7,0
per_run_own_conn,5,278.71,,,,,7,0,7,0
per_run_own_conn,5,294.71,,,,,7,0,7,0
per_run_own_conn,5,308.76,,,,,7,0,7,0
per_run_own_conn,5,321.28,,,,,7,0,7,0
per_run_own_conn,5,331.79,,,,,7,4,3,0
per_run_own_conn,5,339.14,,,,,7,0,7,0
per_run_own_conn,5,348.51,,,,,7,0,7,0
per_run_own_conn,5,357.69,,,,,7,0,7,0
per_run_own_conn,5,372.46,,,,,7,0,7,0
per_run_own_conn,5,387.57,,,,,7,0,7,0
per_run_own_conn,5,401.17,,,,,7,0,7,0
per_run_own_conn,5,416.22,,,,,7,0,7,0
per_run_own_conn,5,432.06,,,,,7,0,7,0
per_run_own_conn,5,448.03,,,,,7,0,7,0
per_run_own_conn,5,463.32,,,,,7,0,7,0
per_run_own_conn,5,478.63,,,,,7,0,7,0
per_run_own_conn,5,494.42,,,,,7,0,7,0
per_run_own_conn,5,510.81,,,,,7,0,7,0
per_run_own_conn,5,525.85,,,,,7,0,7,0
per_run_own_conn,5,541.4,,,,,7,0,7,0
per_run_own_conn,5,551.48,,,,,7,0,7,0
per_run_own_conn,5,563.16,,,,,7,0,7,0
per_run_own_conn,5,579.29,,,,,7,0,7,0
per_run_own_conn,5,587.89,,,,,7,5,2,0
per_run_own_conn,5,594.79,,,,,7,3,4,0
per_run_own_conn,5,603.16,,,,,7,0,7,0
per_run_own_conn,5,612.21,,,,,7,0,7,0
per_run_own_conn,5,627.61,,,,,7,0,7,0
per_run_own_conn,5,642.3,,,,,7,0,7,0
per_run_own_conn,5,657.87,,,,,7,0,7,0
per_run_own_conn,5,672.6,,,,,7,0,7,0
per_run_own_conn,5,688.14,,,,,7,0,7,0
per_run_own_conn,5,703.72,,,,,7,0,7,0
per_run_own_conn,5,719.7,,,,,7,0,7,0
per_run_own_conn,5,733.3,,,,,7,0,7,0
per_run_own_conn,5,750.1,,,,,7,0,7,0
per_run_own_conn,5,763.74,,,,,7,0,7,0
per_run_own_conn,5,777.88,,,,,7,0,7,0
per_run_own_conn,5,793.48,,,,,7,0,7,0
per_run_own_conn,5,809.08,,,,,7,0,7,0
per_run_own_conn,5,824.02,,,,,7,0,7,0
per_run_own_conn,5,840.03,,,,,7,0,7,0
per_run_own_conn,5,849.84,,,,,7,4,3,0
per_run_own_conn,5,856.76,,,,,7,0,7,0
per_run_own_conn,5,857.64,,,,,7,0,7,0
per_run_own_conn,20,0.09,,,,,2,0,2,0
per_run_own_conn,20,75.31,,,,,2,0,2,0
per_run_own_conn,20,181.84,,,,,19,0,19,0
per_run_own_conn,20,261.51,,,,,22,0,22,0
per_run_own_conn,20,275.47,,,,,22,20,2,0
per_run_own_conn,20,283.01,,,,,22,19,3,0
per_run_own_conn,20,293.79,,,,,22,20,2,0
per_run_own_conn,20,301.86,,,,,22,19,3,0
per_run_own_conn,20,311.49,,,,,22,0,22,0
per_run_own_conn,20,319.25,,,,,22,18,4,0
per_run_own_conn,20,339.17,,,,,22,0,22,0
per_run_own_conn,20,347.51,,,,,22,0,22,0
per_run_own_conn,20,362.74,,,,,22,0,22,0
per_run_own_conn,20,378.12,,,,,22,0,22,0
per_run_own_conn,20,394.04,,,,,22,0,22,0
per_run_own_conn,20,409.59,,,,,22,0,22,0
per_run_own_conn,20,418.29,,,,,22,0,22,0
per_run_own_conn,20,430.63,,,,,22,0,22,0
per_run_own_conn,20,444.07,,,,,22,0,22,0
per_run_own_conn,20,459.99,,,,,22,0,22,0
per_run_own_conn,20,478.31,,,,,22,0,22,0
per_run_own_conn,20,495.51,,,,,22,0,22,0
per_run_own_conn,20,504.89,,,,,22,0,22,0
per_run_own_conn,20,512.54,,,,,22,9,13,0
per_run_own_conn,20,523.15,,,,,22,6,16,0
per_run_own_conn,20,529.53,,,,,22,1,21,0
per_run_own_conn,20,539.65,,,,,22,0,22,0
per_run_own_conn,20,554.82,,,,,22,0,22,0
per_run_own_conn,20,565.33,,,,,22,0,22,0
per_run_own_conn,20,576.19,,,,,22,0,22,0
per_run_own_conn,20,583.51,,,,,22,0,22,0
per_run_own_conn,20,599.39,,,,,22,0,22,0
per_run_own_conn,20,615.34,,,,,22,0,22,0
per_run_own_conn,20,624.66,,,,,22,0,22,0
per_run_own_conn,20,640.27,,,,,22,0,22,0
per_run_own_conn,20,654.96,,,,,22,0,22,0
per_run_own_conn,20,668.2,,,,,22,0,22,0
per_run_own_conn,20,683.67,,,,,22,0,22,0
per_run_own_conn,20,697.54,,,,,22,0,22,0
per_run_own_conn,20,712.92,,,,,22,0,22,0
per_run_own_conn,20,727.76,,,,,22,0,22,0
per_run_own_conn,20,735.33,,,,,22,0,22,0
per_run_own_conn,20,752.16,,,,,22,0,22,0
per_run_own_conn,20,760.94,,,,,22,0,22,0
per_run_own_conn,20,771.26,,,,,22,0,22,0
per_run_own_conn,20,780.91,,,,,22,8,14,0
per_run_own_conn,20,788.01,,,,,22,4,18,0
per_run_own_conn,20,803.76,,,,,22,0,22,0
per_run_own_conn,20,818.3,,,,,22,0,22,0
per_run_own_conn,20,831.93,,,,,22,0,22,0
per_run_own_conn,20,847.23,,,,,22,0,22,0
per_run_own_conn,20,854.85,,,,,22,0,22,0
per_run_own_conn,20,866.94,,,,,22,0,22,0
per_run_own_conn,20,882.51,,,,,22,0,22,0
per_run_own_conn,20,892.66,,,,,22,0,22,0
per_run_own_conn,20,903.21,,,,,22,0,22,0
per_run_own_conn,20,919.04,,,,,22,0,22,0
per_run_own_conn,20,933.82,,,,,22,0,22,0
per_run_own_conn,20,949.28,,,,,22,0,22,0
per_run_own_conn,20,959.07,,,,,22,0,22,0
per_run_own_conn,20,970.16,,,,,22,0,22,0
per_run_own_conn,20,985.95,,,,,22,0,22,0
per_run_own_conn,20,1000.69,,,,,22,0,22,0
per_run_own_conn,20,1007.67,,,,,22,0,22,0
per_run_own_conn,20,1015.65,,,,,22,0,22,0
per_run_own_conn,20,1027.62,,,,,22,0,22,0
per_run_own_conn,20,1036.14,,,,,22,2,20,0
per_run_own_conn,20,1043.32,,,,,22,2,20,0
per_run_own_conn,20,1045.14,,,,,22,0,22,0
per_run_own_conn,50,0.14,,,,,2,0,2,0
per_run_own_conn,50,305.37,,,,,2,0,2,0
per_run_own_conn,50,631.49,,,,,46,0,46,0
per_run_own_conn,50,779.55,,,,,52,1,51,0
per_run_own_conn,50,808.26,,,,,52,43,9,0
per_run_own_conn,50,825.65,,,,,52,2,50,0
per_run_own_conn,50,842.27,,,,,52,50,2,0
per_run_own_conn,50,855.58,,,,,52,50,2,0
per_run_own_conn,50,867.31,,,,,52,50,2,0
per_run_own_conn,50,879.81,,,,,52,50,2,0
per_run_own_conn,50,894.3,,,,,52,2,50,0
per_run_own_conn,50,906.93,,,,,52,48,4,0
per_run_own_conn,50,919.5,,,,,52,16,36,0
per_run_own_conn,50,933.33,,,,,52,0,52,0
per_run_own_conn,50,948.88,,,,,52,0,52,0
per_run_own_conn,50,963.66,,,,,52,0,52,0
per_run_own_conn,50,977.22,,,,,52,0,52,0
per_run_own_conn,50,987.89,,,,,52,0,52,0
per_run_own_conn,50,1000.17,,,,,52,0,52,0
per_run_own_conn,50,1015.83,,,,,52,0,52,0
per_run_own_conn,50,1036.28,,,,,52,0,52,0
per_run_own_conn,50,1049.59,,,,,52,0,52,0
per_run_own_conn,50,1068.41,,,,,52,28,24,0
per_run_own_conn,50,1081.75,,,,,52,6,46,0
per_run_own_conn,50,1088.94,,,,,52,1,51,0
per_run_own_conn,50,1096.94,,,,,52,0,52,0
per_run_own_conn,50,1112.84,,,,,52,0,52,0
per_run_own_conn,50,1127.5,,,,,52,0,52,0
per_run_own_conn,50,1142.85,,,,,52,0,52,0
per_run_own_conn,50,1157.74,,,,,52,0,52,0
per_run_own_conn,50,1173.17,,,,,52,0,52,0
per_run_own_conn,50,1188.15,,,,,52,0,52,0
per_run_own_conn,50,1203.95,,,,,52,0,52,0
per_run_own_conn,50,1219.67,,,,,52,0,52,0
per_run_own_conn,50,1235.01,,,,,52,0,52,0
per_run_own_conn,50,1243.96,,,,,52,0,52,0
per_run_own_conn,50,1259.68,,,,,52,0,52,0
per_run_own_conn,50,1272.74,,,,,52,0,52,0
per_run_own_conn,50,1288.52,,,,,52,0,52,0
per_run_own_conn,50,1314.73,,,,,52,0,52,0
per_run_own_conn,50,1334.5,,,,,52,38,14,0
per_run_own_conn,50,1348.4,,,,,52,14,38,0
per_run_own_conn,50,1360.24,,,,,52,0,52,0
per_run_own_conn,50,1369.66,,,,,52,0,52,0
per_run_own_conn,50,1385.32,,,,,52,0,52,0
per_run_own_conn,50,1400.13,,,,,52,0,52,0
per_run_own_conn,50,1415.52,,,,,52,0,52,0
per_run_own_conn,50,1430.36,,,,,52,0,52,0
per_run_own_conn,50,1447.28,,,,,52,0,52,0
per_run_own_conn,50,1464.85,,,,,52,0,52,0
per_run_own_conn,50,1478.89,,,,,52,0,52,0
per_run_own_conn,50,1486.61,,,,,52,0,52,0
per_run_own_conn,50,1502.13,,,,,52,0,52,0
per_run_own_conn,50,1515.35,,,,,52,0,52,0
per_run_own_conn,50,1532.52,,,,,52,0,52,0
per_run_own_conn,50,1545.45,,,,,52,0,52,0
per_run_own_conn,50,1561.77,,,,,52,0,52,0
per_run_own_conn,50,1583.72,,,,,52,27,25,0
per_run_own_conn,50,1601.78,,,,,52,10,42,0
per_run_own_conn,50,1616.04,,,,,52,5,47,0
per_run_own_conn,50,1625.09,,,,,52,2,50,0
per_run_own_conn,50,1627.47,,,,,52,0,52,0
per_run_shared_pool,1,0.05,0,4,4,0,6,0,6,0
per_run_shared_pool,1,13.59,1,4,3,0,6,1,5,0
per_run_shared_pool,1,20.43,1,4,3,0,6,1,5,0
per_run_shared_pool,1,27.38,0,4,4,0,6,0,6,0
per_run_shared_pool,1,37.66,0,4,4,0,6,0,6,0
per_run_shared_pool,1,53.38,0,4,4,0,6,0,6,0
per_run_shared_pool,1,69.33,0,4,4,0,6,0,6,0
per_run_shared_pool,1,84.96,0,4,4,0,6,0,6,0
per_run_shared_pool,1,101.72,0,4,4,0,6,0,6,0
per_run_shared_pool,1,116.59,0,4,4,0,6,0,6,0
per_run_shared_pool,1,132.23,0,4,4,0,6,0,6,0
per_run_shared_pool,1,146.99,0,4,4,0,6,0,6,0
per_run_shared_pool,1,163.45,0,4,4,0,6,0,6,0
per_run_shared_pool,1,177.18,0,4,4,0,6,0,6,0
per_run_shared_pool,1,194.47,0,4,4,0,6,0,6,0
per_run_shared_pool,1,212.85,0,4,4,0,6,0,6,0
per_run_shared_pool,1,225.68,0,4,4,0,6,0,6,0
per_run_shared_pool,1,241.36,0,4,4,0,6,0,6,0
per_run_shared_pool,1,255.94,0,4,4,0,6,0,6,0
per_run_shared_pool,1,270.89,0,4,4,0,6,0,6,0
per_run_shared_pool,1,279.38,0,4,4,0,6,0,6,0
per_run_shared_pool,1,286.43,0,4,4,0,6,0,6,0
per_run_shared_pool,1,298.01,0,4,4,0,6,0,6,0
per_run_shared_pool,1,311.83,0,4,4,0,6,0,6,0
per_run_shared_pool,1,327.35,0,4,4,0,6,0,6,0
per_run_shared_pool,1,342.39,0,4,4,0,6,0,6,0
per_run_shared_pool,1,357.79,0,4,4,0,6,0,6,0
per_run_shared_pool,1,371.1,0,4,4,0,6,0,6,0
per_run_shared_pool,1,386.93,0,4,4,0,6,0,6,0
per_run_shared_pool,1,401.38,0,4,4,0,6,0,6,0
per_run_shared_pool,1,417.03,0,4,4,0,6,0,6,0
per_run_shared_pool,1,431.71,0,4,4,0,6,0,6,0
per_run_shared_pool,1,448.14,0,4,4,0,6,0,6,0
per_run_shared_pool,1,462.2,0,4,4,0,6,0,6,0
per_run_shared_pool,1,477.8,0,4,4,0,6,0,6,0
per_run_shared_pool,1,492.48,0,4,4,0,6,0,6,0
per_run_shared_pool,1,508.0,0,4,4,0,6,0,6,0
per_run_shared_pool,1,522.88,0,4,4,0,6,0,6,0
per_run_shared_pool,1,531.01,0,4,4,0,6,0,6,0
per_run_shared_pool,1,540.35,0,4,4,0,6,0,6,0
per_run_shared_pool,1,556.28,0,4,4,0,6,0,6,0
per_run_shared_pool,1,571.08,0,4,4,0,6,0,6,0
per_run_shared_pool,1,586.75,0,4,4,0,6,0,6,0
per_run_shared_pool,1,601.65,0,4,4,0,6,0,6,0
per_run_shared_pool,1,616.88,0,4,4,0,6,0,6,0
per_run_shared_pool,1,631.59,0,4,4,0,6,0,6,0
per_run_shared_pool,1,647.5,0,4,4,0,6,0,6,0
per_run_shared_pool,1,662.36,0,4,4,0,6,0,6,0
per_run_shared_pool,1,669.81,0,4,4,0,6,0,6,0
per_run_shared_pool,1,685.13,0,4,4,0,6,0,6,0
per_run_shared_pool,1,700.72,0,4,4,0,6,0,6,0
per_run_shared_pool,1,716.57,0,4,4,0,6,0,6,0
per_run_shared_pool,1,732.03,0,4,4,0,6,0,6,0
per_run_shared_pool,1,747.08,0,4,4,0,6,0,6,0
per_run_shared_pool,1,762.6,0,4,4,0,6,0,6,0
per_run_shared_pool,1,777.17,0,4,4,0,6,0,6,0
per_run_shared_pool,1,784.98,0,4,4,0,6,0,6,0
per_run_shared_pool,1,788.19,0,4,4,0,6,0,6,0
per_run_shared_pool,5,0.05,0,4,4,0,6,0,6,0
per_run_shared_pool,5,23.37,5,5,0,1,6,3,3,0
per_run_shared_pool,5,32.91,4,5,1,0,7,3,4,0
per_run_shared_pool,5,40.55,5,5,0,0,7,5,2,0
per_run_shared_pool,5,47.6,4,5,1,0,7,4,3,0
per_run_shared_pool,5,57.51,0,5,5,0,7,0,7,0
per_run_shared_pool,5,68.15,0,5,5,0,7,0,7,0
per_run_shared_pool,5,82.85,0,5,5,0,7,0,7,0
per_run_shared_pool,5,98.41,0,5,5,0,7,0,7,0
per_run_shared_pool,5,114.17,0,5,5,0,7,0,7,0
per_run_shared_pool,5,128.74,0,5,5,0,7,0,7,0
per_run_shared_pool,5,142.41,0,5,5,0,7,0,7,0
per_run_shared_pool,5,158.41,0,5,5,0,7,0,7,0
per_run_shared_pool,5,173.59,0,5,5,0,7,0,7,0
per_run_shared_pool,5,189.0,0,5,5,0,7,0,7,0
per_run_shared_pool,5,197.24,0,5,5,0,7,0,7,0
per_run_shared_pool,5,212.64,0,5,5,0,7,0,7,0
per_run_shared_pool,5,225.61,0,5,5,0,7,0,7,0
per_run_shared_pool,5,241.27,0,5,5,0,7,0,7,0
per_run_shared_pool,5,256.12,0,5,5,0,7,0,7,0
per_run_shared_pool,5,271.74,0,5,5,0,7,0,7,0
per_run_shared_pool,5,282.27,5,5,0,0,7,4,3,0
per_run_shared_pool,5,288.77,3,5,2,0,7,3,4,0
per_run_shared_pool,5,297.32,0,5,5,0,7,0,7,0
per_run_shared_pool,5,304.79,0,5,5,0,7,0,7,0
per_run_shared_pool,5,320.09,0,5,5,0,7,0,7,0
per_run_shared_pool,5,334.97,0,5,5,0,7,0,7,0
per_run_shared_pool,5,350.29,0,5,5,0,7,0,7,0
per_run_shared_pool,5,364.91,0,5,5,0,7,0,7,0
per_run_shared_pool,5,378.64,0,5,5,0,7,0,7,0
per_run_shared_pool,5,394.36,0,5,5,0,7,0,7,0
per_run_shared_pool,5,409.95,0,5,5,0,7,0,7,0
per_run_shared_pool,5,421.08,0,5,5,0,7,0,7,0
per_run_shared_pool,5,436.47,0,5,5,0,7,0,7,0
per_run_shared_pool,5,453.5,0,5,5,0,7,0,7,0
per_run_shared_pool,5,468.12,0,5,5,0,7,0,7,0
per_run_shared_pool,5,481.87,0,5,5,0,7,0,7,0
per_run_shared_pool,5,494.14,0,5,5,0,7,0,7,0
per_run_shared_pool,5,509.61,0,5,5,0,7,0,7,0
per_run_shared_pool,5,525.28,0,5,5,0,7,0,7,0
per_run_shared_pool,5,536.84,4,5,1,0,7,4,3,0
per_run_shared_pool,5,544.08,2,5,3,0,7,0,7,0
per_run_shared_pool,5,559.21,0,5,5,0,7,0,7,0
per_run_shared_pool,5,574.63,0,5,5,0,7,0,7,0
per_run_shared_pool,5,589.39,0,5,5,0,7,0,7,0
per_run_shared_pool,5,604.99,0,5,5,0,7,0,7,0
per_run_shared_pool,5,619.67,0,5,5,0,7,0,7,0
per_run_shared_pool,5,635.28,0,5,5,0,7,0,7,0
per_run_shared_pool,5,649.98,0,5,5,0,7,0,7,0
per_run_shared_pool,5,665.63,0,5,5,0,7,0,7,0
per_run_shared_pool,5,680.18,0,5,5,0,7,0,7,0
per_run_shared_pool,5,695.99,0,5,5,0,7,0,7,0
per_run_shared_pool,5,710.64,0,5,5,0,7,0,7,0
per_run_shared_pool,5,726.33,0,5,5,0,7,0,7,0
per_run_shared_pool,5,740.95,0,5,5,0,7,0,7,0
per_run_shared_pool,5,756.94,0,5,5,0,7,0,7,0
per_run_shared_pool,5,770.97,0,5,5,0,7,0,7,0
per_run_shared_pool,5,786.96,0,5,5,0,7,0,7,0
per_run_shared_pool,5,797.55,4,5,1,0,7,4,3,0
per_run_shared_pool,5,804.47,2,5,3,0,7,0,7,0
per_run_shared_pool,5,805.36,0,5,5,0,7,0,7,0
per_run_shared_pool,20,0.09,0,4,4,0,6,0,6,0
per_run_shared_pool,20,84.88,5,5,0,16,6,0,6,0
per_run_shared_pool,20,98.53,5,5,0,16,7,0,7,0
per_run_shared_pool,20,109.36,6,6,0,15,7,0,7,0
per_run_shared_pool,20,122.32,6,6,0,15,7,4,3,0
per_run_shared_pool,20,128.75,7,7,0,14,9,0,9,0
per_run_shared_pool,20,141.69,8,8,0,13,9,6,3,0
per_run_shared_pool,20,163.28,9,9,0,12,10,8,2,0
per_run_shared_pool,20,172.72,9,9,0,12,11,7,4,0
per_run_shared_pool,20,179.65,10,10,0,11,11,9,2,0
per_run_shared_pool,20,186.8,10,10,0,5,12,3,9,0
per_run_shared_pool,20,194.17,11,11,0,10,12,9,3,0
per_run_shared_pool,20,201.14,11,11,0,10,13,9,4,0
per_run_shared_pool,20,209.11,12,12,0,9,13,10,3,0
per_run_shared_pool,20,234.37,13,13,0,8,14,7,7,0
per_run_shared_pool,20,245.77,12,13,1,0,15,2,13,0
per_run_shared_pool,20,253.38,9,13,4,0,15,8,7,0
per_run_shared_pool,20,268.95,0,13,13,0,15,0,15,0
per_run_shared_pool,20,276.41,0,13,13,0,15,0,15,0
per_run_shared_pool,20,291.8,0,13,13,0,15,0,15,0
per_run_shared_pool,20,305.79,0,13,13,0,15,0,15,0
per_run_shared_pool,20,322.43,0,13,13,0,15,0,15,0
per_run_shared_pool,20,335.66,0,13,13,0,15,0,15,0
per_run_shared_pool,20,344.61,4,13,9,0,15,2,13,0
per_run_shared_pool,20,352.38,1,13,12,0,15,0,15,0
per_run_shared_pool,20,361.1,7,13,6,0,15,2,13,0
per_run_shared_pool,20,368.37,7,13,6,0,15,3,12,0
per_run_shared_pool,20,383.5,0,13,13,0,15,0,15,0
per_run_shared_pool,20,390.07,0,13,13,0,15,0,15,0
per_run_shared_pool,20,397.75,0,13,13,0,15,0,15,0
per_run_shared_pool,20,414.2,0,13,13,0,15,0,15,0
per_run_shared_pool,20,427.96,0,13,13,0,15,0,15,0
per_run_shared_pool,20,443.18,0,13,13,0,15,0,15,0
per_run_shared_pool,20,456.94,0,13,13,0,15,0,15,0
per_run_shared_pool,20,473.8,0,13,13,0,15,0,15,0
per_run_shared_pool,20,487.27,0,13,13,0,15,0,15,0
per_run_shared_pool,20,503.28,0,13,13,0,15,0,15,0
per_run_shared_pool,20,517.58,0,13,13,0,15,0,15,0
per_run_shared_pool,20,534.09,0,13,13,0,15,0,15,0
per_run_shared_pool,20,547.97,0,13,13,0,15,0,15,0
per_run_shared_pool,20,563.6,0,13,13,0,15,0,15,0
per_run_shared_pool,20,577.98,0,13,13,0,15,0,15,0
per_run_shared_pool,20,593.94,0,13,13,0,15,0,15,0
per_run_shared_pool,20,606.37,8,13,5,0,15,8,7,0
per_run_shared_pool,20,616.97,14,14,0,0,15,8,7,0
per_run_shared_pool,20,625.71,11,14,3,0,15,9,6,0
per_run_shared_pool,20,636.94,4,14,10,0,16,0,16,0
per_run_shared_pool,20,644.78,0,14,14,0,16,0,16,0
per_run_shared_pool,20,659.97,0,14,14,0,16,0,16,0
per_run_shared_pool,20,675.12,0,14,14,0,16,0,16,0
per_run_shared_pool,20,690.56,0,14,14,0,16,0,16,0
per_run_shared_pool,20,705.39,0,14,14,0,16,0,16,0
per_run_shared_pool,20,721.24,0,14,14,0,16,0,16,0
per_run_shared_pool,20,735.86,0,14,14,0,16,0,16,0
per_run_shared_pool,20,751.44,0,14,14,0,16,0,16,0
per_run_shared_pool,20,766.02,0,14,14,0,16,0,16,0
per_run_shared_pool,20,773.45,0,14,14,0,16,0,16,0
per_run_shared_pool,20,788.74,0,14,14,0,16,0,16,0
per_run_shared_pool,20,804.63,0,14,14,0,16,0,16,0
per_run_shared_pool,20,820.46,0,14,14,0,16,0,16,0
per_run_shared_pool,20,836.2,0,14,14,0,16,0,16,0
per_run_shared_pool,20,851.08,0,14,14,0,16,0,16,0
per_run_shared_pool,20,860.52,12,14,2,0,16,10,6,0
per_run_shared_pool,20,867.92,13,14,1,0,16,5,11,0
per_run_shared_pool,20,894.88,6,15,9,0,16,2,14,0
per_run_shared_pool,20,903.97,1,15,14,0,16,0,16,0
per_run_shared_pool,20,909.85,0,15,15,0,17,0,17,0
per_run_shared_pool,50,0.14,0,4,4,0,6,0,6,0
per_run_shared_pool,50,174.57,5,5,0,46,6,0,6,0
per_run_shared_pool,50,189.85,5,5,0,46,6,0,6,0
per_run_shared_pool,50,200.14,6,6,0,45,7,0,7,0
per_run_shared_pool,50,211.67,6,6,0,45,7,1,6,0
per_run_shared_pool,50,230.15,7,7,0,44,8,1,7,0
per_run_shared_pool,50,253.37,7,7,0,44,9,0,9,0
per_run_shared_pool,50,279.0,8,8,0,42,9,0,9,0
per_run_shared_pool,50,286.72,9,9,0,42,10,7,3,0
per_run_shared_pool,50,312.54,10,10,0,41,11,8,3,0
per_run_shared_pool,50,321.49,10,10,0,33,12,0,12,0
per_run_shared_pool,50,328.89,11,11,0,40,12,9,3,0
per_run_shared_pool,50,340.73,12,12,0,39,13,10,3,0
per_run_shared_pool,50,347.74,12,12,0,28,14,0,13,0
per_run_shared_pool,50,374.16,13,13,0,38,14,12,2,0
per_run_shared_pool,50,383.88,13,13,0,35,15,9,6,0
per_run_shared_pool,50,391.61,14,14,0,37,15,13,2,0
per_run_shared_pool,50,398.92,14,14,0,30,16,5,11,0
per_run_shared_pool,50,406.42,15,15,0,36,16,14,2,0
per_run_shared_pool,50,414.37,15,15,0,35,17,11,6,0
per_run_shared_pool,50,434.76,16,16,0,35,17,13,4,0
per_run_shared_pool,50,451.99,16,16,0,34,18,12,6,0
per_run_shared_pool,50,465.11,17,17,0,34,18,16,2,0
per_run_shared_pool,50,476.22,17,17,0,34,19,16,3,0
per_run_shared_pool,50,489.82,18,18,0,32,19,14,5,0
per_run_shared_pool,50,501.32,18,18,0,33,20,17,3,0
per_run_shared_pool,50,513.34,19,19,0,31,20,9,11,0
per_run_shared_pool,50,525.03,19,19,0,32,21,18,3,0
per_run_shared_pool,50,554.83,20,20,0,31,21,17,4,0
per_run_shared_pool,50,569.01,20,20,0,31,22,9,13,0
per_run_shared_pool,50,578.44,20,20,0,29,22,15,7,0
per_run_shared_pool,50,588.71,20,20,0,30,22,14,8,0
per_run_shared_pool,50,598.69,20,20,0,29,22,6,16,0
per_run_shared_pool,50,609.71,20,20,0,27,22,7,15,0
per_run_shared_pool,50,618.62,20,20,0,23,22,3,19,0
per_run_shared_pool,50,628.16,20,20,0,24,22,5,17,0
per_run_shared_pool,50,637.11,20,20,0,8,22,5,17,0
per_run_shared_pool,50,645.4,17,20,3,0,22,4,18,0
per_run_shared_pool,50,657.19,0,20,20,0,22,0,22,0
per_run_shared_pool,50,669.15,0,20,20,0,22,0,22,0
per_run_shared_pool,50,682.89,0,20,20,0,22,0,22,0
per_run_shared_pool,50,698.12,0,20,20,0,22,0,22,0
per_run_shared_pool,50,714.57,4,20,16,0,22,0,22,0
per_run_shared_pool,50,726.24,20,20,0,6,22,3,19,0
per_run_shared_pool,50,736.97,12,20,8,0,22,2,20,0
per_run_shared_pool,50,745.62,11,20,9,0,22,8,14,0
per_run_shared_pool,50,752.37,6,20,14,0,22,5,17,0
per_run_shared_pool,50,759.54,6,20,14,0,22,3,19,0
per_run_shared_pool,50,766.55,5,20,15,0,22,3,19,0
per_run_shared_pool,50,783.93,0,20,20,0,22,0,22,0
per_run_shared_pool,50,790.78,0,20,20,0,22,0,22,0
per_run_shared_pool,50,802.82,0,20,20,0,22,0,22,0
per_run_shared_pool,50,818.44,0,20,20,0,22,0,22,0
per_run_shared_pool,50,826.89,0,20,20,0,22,0,22,0
per_run_shared_pool,50,834.38,0,20,20,0,22,0,22,0
per_run_shared_pool,50,846.54,0,20,20,0,22,0,22,0
per_run_shared_pool,50,862.17,0,20,20,0,22,0,22,0
per_run_shared_pool,50,875.56,0,20,20,0,22,0,22,0
per_run_shared_pool,50,892.18,0,20,20,0,22,0,22,0
per_run_shared_pool,50,899.92,0,20,20,0,22,0,22,0
per_run_shared_pool,50,915.4,0,20,20,0,22,0,22,0
per_run_shared_pool,50,931.55,0,20,20,0,22,0,22,0
per_run_shared_pool,50,943.59,0,20,20,0,22,0,22,0
per_run_shared_pool,50,958.81,0,20,20,0,22,0,22,0
per_run_shared_pool,50,973.67,16,20,4,0,22,3,19,0
per_run_shared_pool,50,988.92,20,20,0,6,22,1,21,0
per_run_shared_pool,50,1000.14,20,20,0,1,22,5,17,0
per_run_shared_pool,50,1012.74,20,20,0,1,22,8,14,0
per_run_shared_pool,50,1022.73,17,20,3,0,22,6,16,0
per_run_shared_pool,50,1029.79,4,20,16,0,22,3,19,0
per_run_shared_pool,50,1032.09,0,20,20,0,22,0,22,0
