strategy,concurrency,op,duration_ms
single_saver_shared_pool,50,aput,225.257000000056
single_saver_shared_pool,50,aput_writes,228.72370000004594
single_saver_shared_pool,50,aput,229.68949999994948
single_saver_shared_pool,50,aput_writes,233.4923000003073
single_saver_shared_pool,50,aput,234.83340000029784
single_saver_shared_pool,50,aput_writes,238.50910000010117
single_saver_shared_pool,50,aput,239.38390000012078
single_saver_shared_pool,50,aput_writes,243.1712000002335
single_saver_shared_pool,50,aput,243.6107999997148
single_saver_shared_pool,50,aput_writes,248.20809999982885
single_saver_shared_pool,50,aput,249.1250999996737
single_saver_shared_pool,50,aput_writes,252.99429999995482
single_saver_shared_pool,50,aput,254.07170000016777
single_saver_shared_pool,50,aput_writes,257.74360000013985
single_saver_shared_pool,50,aput,258.3823999998458
single_saver_shared_pool,50,aput_writes,262.83980000016527
single_saver_shared_pool,50,aput,262.70690000001196
single_saver_shared_pool,50,aput_writes,267.7048000000468
single_saver_shared_pool,50,aput,269.7395999998662
single_saver_shared_pool,50,aput_writes,274.4343000003937
single_saver_shared_pool,50,aput,274.7356999998374
single_saver_shared_pool,50,aput_writes,279.3559000001551
single_saver_shared_pool,50,aput,280.4157999999006
single_saver_shared_pool,50,aput_writes,284.78510000013557
single_saver_shared_pool,50,aput,285.35409999994954
single_saver_shared_pool,50,aput_writes,288.58219999983703
single_saver_shared_pool,50,aput,289.69669999969483
single_saver_shared_pool,50,aput_writes,292.71790000029796
single_saver_shared_pool,50,aput,292.90409999975964
single_saver_shared_pool,50,aput_writes,297.1428000000742
single_saver_shared_pool,50,aput,297.89230000005773
single_saver_shared_pool,50,aput_writes,300.82160000029035
single_saver_shared_pool,50,aput,300.94869999993534
single_saver_shared_pool,50,aput_writes,303.7790000003042
single_saver_shared_pool,50,aput,304.14729999984047
single_saver_shared_pool,50,aput_writes,306.58089999997173
single_saver_shared_pool,50,aput,306.37620000015886
single_saver_shared_pool,50,aput_writes,309.189200000219
single_saver_shared_pool,50,aput,309.13250000003245
single_saver_shared_pool,50,aput_writes,311.9101000002047
single_saver_shared_pool,50,aput,312.31760000036957
single_saver_shared_pool,50,aput_writes,315.0224999999409
single_saver_shared_pool,50,aput,315.4264999998304
single_saver_shared_pool,50,aput_writes,318.5540999998011
single_saver_shared_pool,50,aput,318.576000000121
single_saver_shared_pool,50,aput_writes,321.2911000000531
single_saver_shared_pool,50,aput,321.24279999970895
single_saver_shared_pool,50,aput_writes,324.2974999998296
single_saver_shared_pool,50,aput,324.0787999998247
single_saver_shared_pool,50,aput_writes,327.4087999998301
single_saver_shared_pool,50,aput,327.8752999999597
single_saver_shared_pool,50,aput_writes,331.0179000000062
single_saver_shared_pool,50,aput,331.8404999999984
single_saver_shared_pool,50,aput_writes,334.89190000000235
single_saver_shared_pool,50,aput,335.0635000001603
single_saver_shared_pool,50,aput_writes,338.239700000031
single_saver_shared_pool,50,aput,338.3566000002247
single_saver_shared_pool,50,aput_writes,341.09159999979966
single_saver_shared_pool,50,aput,340.6491000000642
single_saver_shared_pool,50,aput_writes,343.3741999997437
single_saver_shared_pool,50,aput,339.3228999998428
single_saver_shared_pool,50,aput,334.186900000077
single_saver_shared_pool,50,aput,329.36629999994693
single_saver_shared_pool,50,aput,324.8262000001887
single_saver_shared_pool,50,aput,320.37820000005013
single_saver_shared_pool,50,aput,315.5486999999084
single_saver_shared_pool,50,aput,311.14720000005036
single_saver_shared_pool,50,aput,307.17360000016924
single_saver_shared_pool,50,aput,302.22399999956906
single_saver_shared_pool,50,aput,297.6026000001184
single_saver_shared_pool,50,aput,293.13349999983984
single_saver_shared_pool,50,aput,289.4058000001678
single_saver_shared_pool,50,aput,284.3820000002779
single_saver_shared_pool,50,aput,280.3733000000648
single_saver_shared_pool,50,aput,276.1528000000908
single_saver_shared_pool,50,aput,273.15219999991314
single_saver_shared_pool,50,aput,270.3004999998484
single_saver_shared_pool,50,aput_writes,272.40919999985636
single_saver_shared_pool,50,aput_writes,270.4880999999659
single_saver_shared_pool,50,aput,272.14950000006866
single_saver_shared_pool,50,aput_writes,274.8885999999402
single_saver_shared_pool,50,aput_writes,273.2230999999956
single_saver_shared_pool,50,aput_writes,274.2481999998745
single_saver_shared_pool,50,aput,275.5429999997432
single_saver_shared_pool,50,aput_writes,276.85550000023795
single_saver_shared_pool,50,aput,276.1537999999746
single_saver_shared_pool,50,aput_writes,277.86369999967064
single_saver_shared_pool,50,aput_writes,278.7813999998434
single_saver_shared_pool,50,aput_writes,278.11689999998634
single_saver_shared_pool,50,aput_writes,279.5740999999907
single_saver_shared_pool,50,aput,280.5550000002768
single_saver_shared_pool,50,aput_writes,282.0864000000256
single_saver_shared_pool,50,aput_writes,281.50800000003073
single_saver_shared_pool,50,aput_writes,281.81309999990845
single_saver_shared_pool,50,aput,284.26390000004176
single_saver_shared_pool,50,aput_writes,285.2831000000151
single_saver_shared_pool,50,aput_writes,284.3143999998574
single_saver_shared_pool,50,aput,284.5744999999624
single_saver_shared_pool,50,aput_writes,286.98990000020785
single_saver_shared_pool,50,aput_writes,288.55139999996027
single_saver_shared_pool,50,aput_writes,288.2550000003903
single_saver_shared_pool,50,aput,289.2566999998962
single_saver_shared_pool,50,aput_writes,291.3573999999244
single_saver_shared_pool,50,aput_writes,292.34249999990425
single_saver_shared_pool,50,aput_writes,292.57730000017546
single_saver_shared_pool,50,aput,293.0234999998902
single_saver_shared_pool,50,aput_writes,295.43869999997696
single_saver_shared_pool,50,aput_writes,296.2545999998838
single_saver_shared_pool,50,aput_writes,296.1355000002186
single_saver_shared_pool,50,aput,296.42569999987245
single_saver_shared_pool,50,aput_writes,298.1320000003507
single_saver_shared_pool,50,aput_writes,299.1770000003271
single_saver_shared_pool,50,aput_writes,298.74549999976807
single_saver_shared_pool,50,aput,298.660800000107
single_saver_shared_pool,50,aput_writes,301.59980000007636
single_saver_shared_pool,50,aput_writes,300.3404999999475
single_saver_shared_pool,50,aput,300.26779999980135
single_saver_shared_pool,50,aput_writes,303.20819999997184
single_saver_shared_pool,50,aput_writes,303.6219999999048
single_saver_shared_pool,50,aput_writes,302.6873000003434
single_saver_shared_pool,50,aput_writes,302.8073000000404
single_saver_shared_pool,50,aput,304.8140000000785
single_saver_shared_pool,50,aput_writes,304.7602999999981
single_saver_shared_pool,50,aput_writes,303.47200000005614
single_saver_shared_pool,50,aput_writes,304.3851000002178
single_saver_shared_pool,50,aput,303.99469999974826
single_saver_shared_pool,50,aput_writes,305.85809999956837
single_saver_shared_pool,50,aput_writes,306.4913999996861
single_saver_shared_pool,50,aput_writes,304.97590000004493
single_saver_shared_pool,50,aput,305.2253999999266
single_saver_shared_pool,50,aput_writes,307.26240000012695
single_saver_shared_pool,50,aput_writes,307.6554999997825
